customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age
1903,0,8,,3,1,4.0,44.0
1904,1,60,4.0,3,1,14.0,39.0
1905,1,21,7.0,2,0,15.0,64.0
1906,0,69,5.0,1,0,22.0,29.0
1907,0,69,1.0,3,0,18.0,43.0
1908,1,2,2.0,3,1,6.0,54.0
1909,1,32,6.0,2,1,13.0,33.0
1910,1,20,3.0,3,1,14.0,58.0
1911,0,22,7.0,1,0,3.0,37.0
1912,0,36,7.0,3,0,7.0,25.0
1913,1,36,1.0,1,1,17.0,44.0
1914,0,72,2.0,1,0,5.0,49.0
1915,1,40,1.0,1,1,12.0,64.0
1916,0,71,5.0,3,1,7.0,22.0
1917,1,7,6.0,2,1,8.0,44.0
1918,2,83,4.0,2,0,11.0,40.0
1919,0,40,6.0,1,1,19.0,57.0
1920,0,29,2.0,1,0,13.0,29.0
1921,1,70,,1,0,17.0,35.0
1922,1,7,,3,1,5.0,48.0
1923,0,52,1.0,1,0,9.0,47.0
1924,1,94,,1,1,14.0,52.0
1925,1,34,,1,1,7.0,35.0
1926,0,72,2.0,3,1,10.0,60.0
1927,1,11,7.0,2,1,8.0,42.0
1928,0,2,7.0,3,1,13.0,40.0
1929,1,79,1.0,2,0,20.0,31.0
1930,0,27,7.0,3,0,3.0,21.0
1931,0,85,1.0,2,0,6.0,44.0
1932,1,98,9.0,2,1,3.0,40.0
1933,0,72,7.0,2,0,18.0,37.0
1934,0,70,,2,1,14.0,54.0
1935,0,72,,1,0,9.0,43.0
1936,1,36,7.0,1,1,12.0,53.0
1937,0,69,1.0,1,0,19.0,43.0
1938,2,47,4.0,1,1,11.0,40.0
1939,0,81,,1,1,8.0,25.0
1940,1,52,7.0,3,1,8.0,40.0
1941,0,83,9.0,1,0,2.0,25.0
1942,0,0,2.0,3,0,19.0,30.0
1943,0,35,2.0,2,1,13.0,32.0
1944,0,73,6.0,3,1,8.0,37.0
1945,0,88,,3,1,9.0,39.0
1946,0,37,,1,0,8.0,58.0
1947,1,66,8.0,2,1,18.0,54.0
1948,1,30,9.0,1,0,11.0,53.0
1949,1,9,7.0,1,0,7.0,63.0
1950,0,27,7.0,2,1,19.0,54.0
1951,0,93,7.0,1,1,2.0,17.0
1952,1,35,1.0,1,1,9.0,43.0
1953,1,23,2.0,3,0,12.0,39.0
1954,0,88,7.0,2,0,5.0,50.0
1955,0,18,,1,0,11.0,37.0
1956,0,36,1.0,2,1,3.0,23.0
1957,0,1,3.0,2,0,4.0,40.0
1958,1,62,,1,0,22.0,32.0
1959,0,3,1.0,1,1,16.0,39.0
1960,0,86,,1,1,10.0,39.0
1961,1,10,,1,1,15.0,57.0
1962,0,13,5.0,1,1,22.0,40.0
1963,0,81,6.0,1,1,4.0,19.0
1964,1,60,2.0,2,1,9.0,53.0
1965,0,81,5.0,1,1,3.0,44.0
1966,0,75,2.0,3,0,3.0,24.0
1967,1,88,7.0,2,1,17.0,32.0
1968,1,31,9.0,1,0,1.0,23.0
1969,0,54,4.0,1,1,19.0,56.0
1970,0,51,7.0,1,0,7.0,35.0
1971,1,49,7.0,1,1,4.0,19.0
1972,0,12,4.0,1,1,2.0,28.0
1973,1,52,2.0,3,0,5.0,37.0
1974,0,67,,1,1,15.0,59.0
1975,1,39,1.0,2,0,4.0,52.0
1976,1,84,7.0,1,0,11.0,42.0
1977,1,28,7.0,1,1,5.0,40.0
1978,1,53,1.0,1,0,16.0,62.0
1979,0,98,7.0,1,1,11.0,57.0
1980,0,97,1.0,3,1,7.0,25.0
1981,0,62,,2,0,12.0,31.0
1982,1,80,2.0,3,1,16.0,49.0
1983,1,6,9.0,2,1,18.0,54.0
1984,0,70,1.0,1,1,1.0,18.0
1985,1,1,,1,1,16.0,39.0
1986,1,53,5.0,1,0,16.0,36.0
1987,0,56,1.0,2,0,8.0,61.0
1988,0,27,3.0,1,0,8.0,60.0
1989,1,46,3.0,3,1,17.0,44.0
1990,2,9,2.0,3,0,11.0,40.0
1991,0,35,1.0,1,1,8.0,24.0
1992,1,28,7.0,1,1,3.0,22.0
1993,0,82,,3,1,3.0,37.0
1994,1,71,7.0,3,0,11.0,31.0
1995,1,6,,1,1,11.0,48.0
1996,0,4,7.0,1,0,4.0,32.0
1997,0,57,,1,0,5.0,21.0
1998,0,13,7.0,3,0,21.0,42.0
1999,1,6,7.0,1,1,7.0,55.0
2000,2,68,4.0,3,1,11.0,40.0
2001,1,21,7.0,1,1,3.0,40.0
2002,1,55,2.0,1,0,12.0,46.0
2003,1,80,7.0,3,1,8.0,55.0
2004,0,16,7.0,2,1,10.0,54.0
2005,1,41,7.0,3,0,17.0,39.0
2006,1,33,3.0,3,1,2.0,18.0
2007,0,8,7.0,1,1,15.0,47.0
2008,0,77,2.0,1,1,3.0,24.0
2009,1,19,1.0,2,1,19.0,57.0
2010,0,88,7.0,3,1,7.0,43.0
2011,0,68,7.0,3,1,12.0,39.0
2012,1,55,1.0,3,0,4.0,45.0
2013,1,99,1.0,2,1,19.0,22.0
2014,1,49,7.0,1,1,8.0,27.0
2015,1,6,1.0,2,0,7.0,43.0
2016,1,89,5.0,2,1,1.0,19.0
2017,0,67,2.0,2,1,6.0,22.0
2018,0,80,2.0,2,0,12.0,54.0
2019,1,48,9.0,3,0,17.0,64.0
2020,1,50,3.0,2,1,14.0,46.0
2021,2,31,4.0,3,1,11.0,40.0
2022,0,79,4.0,2,0,7.0,35.0
2023,0,15,,3,0,10.0,46.0
2024,1,69,4.0,1,1,2.0,17.0
2025,0,59,,1,1,3.0,35.0
2026,1,62,3.0,1,1,7.0,30.0
2027,0,89,,3,0,10.0,53.0
2028,1,25,5.0,2,1,18.0,41.0
2029,0,10,7.0,1,0,7.0,25.0
2030,0,3,3.0,3,0,15.0,56.0
2031,0,99,,1,0,12.0,30.0
2032,0,98,3.0,1,1,9.0,34.0
2033,0,36,1.0,3,0,10.0,46.0
2034,1,87,7.0,1,0,8.0,43.0
2035,0,40,1.0,1,0,19.0,38.0
2036,1,11,,1,0,17.0,40.0
2037,0,19,4.0,1,0,6.0,28.0
2038,1,9,2.0,1,1,5.0,58.0
2039,1,38,4.0,3,1,7.0,39.0
2040,0,25,5.0,2,1,12.0,48.0
2041,0,52,2.0,1,0,17.0,60.0
2042,0,65,1.0,1,0,17.0,49.0
2043,1,67,,1,0,7.0,40.0
2044,1,84,1.0,1,1,1.0,19.0
2045,1,15,2.0,3,0,15.0,33.0
2046,1,3,,1,1,13.0,58.0
2047,1,45,2.0,2,1,21.0,42.0
2048,1,22,2.0,3,0,13.0,57.0
2049,0,21,7.0,3,0,5.0,55.0
2050,1,22,,1,1,5.0,63.0
2051,1,8,7.0,2,0,20.0,58.0
2052,0,5,5.0,1,1,8.0,62.0
2053,0,7,2.0,2,1,11.0,39.0
2054,0,12,7.0,1,1,22.0,22.0
2055,0,46,5.0,3,0,7.0,37.0
2056,1,65,3.0,3,0,22.0,31.0
2057,1,99,7.0,2,1,15.0,58.0
2058,1,99,6.0,3,0,7.0,39.0
2059,1,21,,3,0,12.0,40.0
2060,1,17,2.0,1,0,17.0,58.0
2061,1,71,7.0,3,0,4.0,34.0
2062,0,67,5.0,1,0,18.0,41.0
2063,0,55,1.0,2,0,16.0,54.0
2064,0,99,1.0,1,1,18.0,48.0
2065,0,66,5.0,1,1,12.0,39.0
2066,0,91,1.0,3,1,12.0,48.0
2067,0,81,1.0,1,0,17.0,38.0
2068,1,23,,3,0,8.0,61.0
2069,2,32,4.0,1,1,11.0,40.0
2070,1,0,,1,0,8.0,36.0
2071,1,69,,1,0,10.0,39.0
2072,1,30,2.0,1,1,9.0,57.0
2073,1,87,7.0,3,1,10.0,43.0
2074,1,90,2.0,1,0,4.0,20.0
2075,1,95,7.0,1,0,8.0,44.0
2076,1,73,7.0,1,1,5.0,48.0
2077,1,67,2.0,1,1,7.0,25.0
2078,1,15,7.0,1,0,3.0,28.0
2079,1,49,,3,0,11.0,61.0
2080,1,15,,3,0,17.0,58.0
2081,1,69,2.0,1,0,13.0,45.0
2082,1,38,1.0,2,1,19.0,38.0
2083,1,5,,1,0,4.0,37.0
2084,1,6,4.0,1,1,17.0,31.0
2085,1,83,1.0,1,0,11.0,61.0
2086,0,68,2.0,3,0,1.0,20.0
2087,0,76,4.0,1,1,15.0,48.0
2088,0,2,2.0,1,1,14.0,48.0
2089,0,93,2.0,3,0,15.0,59.0
2090,0,63,2.0,1,1,17.0,53.0
2091,1,27,6.0,1,0,9.0,37.0
2092,0,14,7.0,3,0,18.0,40.0
2093,0,94,2.0,3,0,2.0,18.0
2094,0,15,,1,0,16.0,33.0
2095,1,69,7.0,2,0,8.0,28.0
2096,1,74,8.0,3,1,12.0,48.0
2097,0,38,8.0,1,0,21.0,29.0
2098,1,82,1.0,3,0,16.0,48.0
2099,0,40,2.0,3,1,19.0,58.0
2100,0,34,4.0,1,0,14.0,39.0
2101,1,71,,1,1,2.0,19.0
2102,0,80,,2,0,5.0,41.0
2103,0,94,2.0,2,0,18.0,42.0
2104,1,31,2.0,1,0,11.0,38.0
2105,0,29,1.0,3,1,6.0,46.0
2106,0,91,2.0,3,1,13.0,47.0
2107,1,2,4.0,2,1,4.0,25.0
2108,1,41,3.0,1,1,18.0,32.0
2109,1,14,1.0,3,1,18.0,52.0
2110,0,29,7.0,3,0,14.0,44.0
2111,0,98,3.0,2,1,12.0,44.0
2112,1,64,2.0,1,1,6.0,24.0
2113,1,91,7.0,2,0,17.0,45.0
2114,0,78,6.0,3,0,19.0,63.0
2115,0,17,1.0,1,1,17.0,42.0
2116,0,81,2.0,2,1,9.0,38.0
2117,0,76,1.0,2,0,3.0,22.0
2118,0,29,,3,0,7.0,39.0
2119,1,51,2.0,1,0,17.0,32.0
2120,0,80,7.0,1,0,1.0,20.0
2121,1,35,2.0,1,1,22.0,28.0
2122,0,85,1.0,3,1,11.0,44.0
2123,1,36,7.0,2,0,2.0,24.0
2124,0,17,5.0,3,0,18.0,39.0
2125,1,9,2.0,3,0,18.0,42.0
2126,0,65,1.0,1,1,17.0,59.0
2127,1,66,7.0,1,0,7.0,43.0
2128,0,31,3.0,2,1,16.0,41.0
2129,0,26,7.0,3,0,3.0,37.0
2130,1,95,3.0,3,1,16.0,27.0
2131,1,12,,1,1,7.0,46.0
2132,1,16,2.0,3,1,22.0,32.0
2133,1,44,2.0,3,0,3.0,19.0
2134,0,16,7.0,2,0,2.0,17.0
2135,0,97,,1,1,15.0,37.0
2136,1,21,1.0,3,1,5.0,52.0
2137,1,46,7.0,2,0,5.0,46.0
2138,1,23,7.0,3,0,15.0,39.0
2139,1,87,4.0,2,1,7.0,35.0
2140,0,59,8.0,3,0,21.0,41.0
2141,1,50,2.0,3,1,4.0,53.0
2142,1,61,,2,0,7.0,38.0
2143,0,53,,3,1,10.0,54.0
2144,1,12,3.0,1,1,9.0,39.0
2145,1,44,9.0,2,1,19.0,58.0
2146,0,75,,1,0,13.0,50.0
2147,0,42,,3,1,1.0,19.0
2148,1,78,7.0,1,1,15.0,28.0
2149,1,26,,3,0,6.0,39.0
2150,0,75,5.0,2,1,8.0,58.0
2151,0,9,9.0,2,0,6.0,31.0
2152,1,40,7.0,1,1,19.0,49.0
2153,0,22,2.0,1,0,10.0,31.0
2154,1,86,7.0,3,0,6.0,37.0
2155,1,24,,1,0,14.0,53.0
2156,0,96,5.0,1,1,18.0,40.0
2157,1,52,3.0,1,0,19.0,39.0
2158,0,11,9.0,1,0,6.0,57.0
2159,0,19,,3,1,6.0,54.0
2160,1,64,1.0,1,1,15.0,46.0
2161,0,35,2.0,1,0,4.0,19.0
2162,0,49,2.0,3,1,10.0,43.0
2163,0,41,,1,1,6.0,21.0
2164,1,12,2.0,1,1,18.0,44.0
2165,2,16,7.0,2,0,11.0,40.0
2166,1,78,3.0,1,0,16.0,33.0
2167,1,31,9.0,1,0,1.0,20.0
2168,0,83,2.0,1,1,17.0,43.0
2169,0,80,2.0,1,0,18.0,38.0
2170,0,27,7.0,2,0,6.0,54.0
2171,1,21,1.0,3,0,10.0,47.0
2172,0,6,1.0,2,1,13.0,38.0
2173,1,27,4.0,1,1,22.0,41.0
2174,0,32,6.0,3,0,11.0,55.0
2175,0,23,1.0,1,0,13.0,32.0
2176,1,79,3.0,3,1,12.0,55.0
2177,0,35,1.0,1,0,9.0,40.0
2178,1,20,5.0,1,0,12.0,63.0
2179,0,15,7.0,1,0,17.0,57.0
2180,0,98,,3,1,13.0,57.0
2181,0,99,4.0,1,1,8.0,43.0
2182,0,47,9.0,3,1,16.0,50.0
2183,1,61,7.0,1,1,7.0,45.0
2184,0,49,1.0,1,0,11.0,46.0
2185,1,40,3.0,1,0,19.0,54.0
2186,1,61,1.0,3,0,5.0,54.0
2187,1,52,1.0,1,0,2.0,20.0
2188,1,85,,1,0,17.0,45.0
2189,0,43,2.0,3,0,4.0,19.0
2190,1,77,4.0,2,0,13.0,38.0
2191,0,2,,1,1,4.0,41.0
2192,0,93,,1,0,14.0,51.0
2193,0,66,,1,1,6.0,62.0
2194,1,79,7.0,2,1,11.0,59.0
2195,1,94,2.0,2,1,13.0,30.0
2196,0,66,5.0,3,1,7.0,41.0
2197,0,32,2.0,1,0,7.0,24.0
2198,0,1,3.0,2,1,1.0,19.0
2199,1,89,3.0,3,1,13.0,34.0
2200,0,23,,2,1,16.0,31.0
2201,1,56,2.0,2,1,1.0,19.0
2202,1,46,2.0,2,1,8.0,40.0
2203,0,13,1.0,3,1,2.0,19.0
2204,1,16,9.0,3,0,7.0,50.0
2205,2,76,4.0,1,0,11.0,40.0
2206,0,60,2.0,2,0,14.0,60.0
2207,1,93,7.0,1,1,16.0,38.0
2208,1,59,,1,0,9.0,63.0
2209,0,4,1.0,2,1,3.0,24.0
2210,0,16,1.0,3,0,5.0,32.0
2211,1,3,7.0,1,1,18.0,42.0
2212,1,22,7.0,2,1,20.0,43.0
2213,1,70,,2,1,6.0,21.0
2214,0,52,7.0,3,1,8.0,60.0
2215,1,50,2.0,1,1,18.0,46.0
2216,1,29,3.0,3,1,10.0,55.0
2217,0,98,2.0,1,0,16.0,36.0
2218,1,94,1.0,2,0,4.0,25.0
2219,0,73,,3,1,3.0,35.0
2220,0,35,2.0,1,1,13.0,58.0
2221,0,80,6.0,2,0,7.0,22.0
2222,1,20,2.0,1,0,14.0,43.0
2223,1,38,1.0,1,0,12.0,36.0
2224,1,3,5.0,3,1,4.0,19.0
2225,1,45,1.0,2,0,19.0,29.0
2226,1,10,9.0,1,0,11.0,62.0
2227,0,45,3.0,2,1,9.0,41.0
2228,1,12,7.0,3,0,9.0,61.0
2229,1,76,2.0,2,1,7.0,58.0
2230,1,53,,1,0,19.0,40.0
2231,1,68,,1,0,13.0,58.0
2232,0,69,,1,1,11.0,27.0
2233,1,49,,1,1,8.0,44.0
2234,0,48,7.0,1,0,18.0,31.0
2235,1,75,1.0,2,0,16.0,38.0
2236,0,0,7.0,2,1,13.0,49.0
2237,1,83,,1,1,9.0,48.0
2238,1,96,5.0,1,1,14.0,39.0
2239,1,0,3.0,3,1,8.0,57.0
2240,0,4,7.0,3,1,16.0,48.0
2241,0,45,2.0,3,0,10.0,42.0
2242,1,25,,1,1,21.0,40.0
2243,1,76,,2,1,7.0,41.0
2244,0,97,7.0,1,0,5.0,45.0
2245,1,11,6.0,1,0,3.0,37.0
2246,0,16,,1,1,13.0,38.0
2247,1,17,5.0,3,1,1.0,22.0
2248,1,33,7.0,1,0,1.0,21.0
2249,1,7,2.0,1,0,5.0,21.0
2250,0,72,8.0,3,0,7.0,25.0
2251,0,68,3.0,3,0,19.0,58.0
2252,2,31,4.0,3,1,11.0,40.0
2253,1,28,7.0,2,1,13.0,58.0
2254,1,36,1.0,2,0,18.0,62.0
2255,0,92,1.0,2,1,5.0,25.0
2256,1,28,5.0,1,0,15.0,39.0
2257,0,27,9.0,1,0,15.0,40.0
2258,1,63,5.0,3,0,7.0,43.0
2259,1,83,,2,0,2.0,18.0
2260,0,38,6.0,3,0,11.0,50.0
2261,0,81,1.0,1,1,13.0,37.0
2262,1,90,1.0,1,1,2.0,33.0
2263,1,79,6.0,1,1,21.0,30.0
2264,1,18,1.0,2,0,9.0,45.0
2265,0,55,3.0,1,1,5.0,37.0
2266,0,74,5.0,3,0,1.0,19.0
2267,1,78,,2,0,14.0,53.0
2268,1,66,1.0,1,0,19.0,52.0
2269,1,33,,1,0,9.0,28.0
2270,0,50,5.0,2,0,9.0,51.0
2271,0,96,8.0,1,1,18.0,43.0
2272,1,82,7.0,1,0,1.0,23.0
2273,1,71,,1,1,9.0,53.0
2274,1,15,7.0,1,1,13.0,38.0
2275,1,77,2.0,3,1,8.0,25.0
2276,1,90,,1,1,12.0,32.0
2277,1,44,2.0,3,1,7.0,54.0
2278,0,11,1.0,2,1,8.0,40.0
2279,0,42,1.0,1,0,3.0,38.0
2280,1,93,,1,0,9.0,57.0
2281,1,56,,3,1,14.0,28.0
2282,0,81,2.0,2,1,7.0,60.0
2283,0,44,,3,0,16.0,63.0
2284,1,83,8.0,3,0,14.0,43.0
2285,1,71,1.0,3,0,5.0,44.0
2286,1,20,7.0,3,0,5.0,22.0
2287,1,53,8.0,3,0,20.0,43.0
2288,0,63,7.0,3,0,8.0,53.0
2289,1,97,1.0,2,1,13.0,37.0
2290,0,18,7.0,1,1,5.0,36.0
2291,0,67,7.0,2,1,4.0,46.0
2292,1,17,1.0,1,1,2.0,19.0
2293,1,70,2.0,2,0,16.0,59.0
2294,0,25,7.0,1,0,21.0,30.0
2295,2,35,4.0,1,1,11.0,40.0
2296,1,16,5.0,2,0,1.0,15.0
2297,1,16,7.0,2,1,19.0,46.0
2298,0,64,3.0,1,1,5.0,20.0
2299,0,11,3.0,3,1,7.0,31.0
2300,0,20,2.0,1,1,3.0,19.0
2301,0,66,2.0,1,1,19.0,51.0
2302,1,43,5.0,1,1,4.0,18.0
2303,0,22,5.0,1,1,4.0,24.0
2304,1,65,,1,1,11.0,60.0
2305,1,91,2.0,2,1,13.0,33.0
2306,1,98,2.0,3,1,9.0,57.0
2307,1,57,5.0,3,1,13.0,39.0
2308,1,52,2.0,1,1,17.0,54.0
2309,0,40,7.0,2,0,14.0,32.0
2310,0,12,,3,1,11.0,47.0
2311,1,49,1.0,1,0,16.0,28.0
2312,1,72,7.0,1,0,18.0,38.0
2313,1,54,7.0,1,0,12.0,51.0
2314,0,59,1.0,3,1,7.0,24.0
2315,0,25,2.0,2,0,8.0,23.0
2316,0,79,2.0,2,1,11.0,39.0
2317,0,97,1.0,1,1,16.0,41.0
2318,1,30,7.0,1,1,6.0,29.0
2319,0,63,9.0,3,0,18.0,32.0
2320,1,14,7.0,2,0,16.0,52.0
2321,1,27,7.0,1,1,20.0,37.0
2322,0,72,1.0,1,1,2.0,25.0
2323,0,2,3.0,3,0,13.0,29.0
2324,0,44,7.0,1,1,16.0,51.0
2325,0,50,5.0,3,1,12.0,53.0
2326,0,64,5.0,3,0,14.0,51.0
2327,1,19,,2,0,6.0,54.0
2328,0,63,1.0,1,1,8.0,31.0
2329,1,7,4.0,2,0,20.0,60.0
2330,1,5,3.0,1,0,9.0,27.0
2331,1,48,2.0,1,1,10.0,54.0
2332,0,99,3.0,3,1,10.0,40.0
2333,0,82,2.0,1,1,10.0,51.0
2334,0,30,1.0,2,0,5.0,21.0
2335,2,42,4.0,1,0,11.0,40.0
2336,0,59,1.0,2,0,17.0,39.0
2337,1,47,1.0,1,0,1.0,17.0
2338,1,13,7.0,1,0,5.0,31.0
2339,0,3,3.0,2,1,16.0,59.0
2340,0,33,1.0,1,1,16.0,39.0
2341,2,41,4.0,1,1,11.0,40.0
2342,1,87,,1,0,2.0,18.0
2343,0,6,6.0,3,1,5.0,58.0
2344,0,93,2.0,1,1,7.0,24.0
2345,1,50,5.0,2,1,3.0,31.0
2346,0,89,,1,1,4.0,38.0
2347,1,79,,3,0,11.0,60.0
2348,1,2,7.0,1,0,16.0,60.0
2349,1,23,8.0,3,0,3.0,38.0
2350,1,32,,1,1,14.0,58.0
2351,1,35,5.0,2,1,10.0,25.0
2352,1,76,,1,1,13.0,46.0
2353,0,93,1.0,2,1,12.0,39.0
2354,1,99,5.0,1,0,17.0,59.0
2355,0,87,7.0,1,1,4.0,24.0
2356,1,58,7.0,2,0,3.0,23.0
2357,1,39,7.0,1,0,6.0,55.0
2358,0,26,5.0,3,1,15.0,58.0
2359,1,80,3.0,3,1,7.0,31.0
2360,1,0,2.0,3,1,5.0,43.0
2361,1,55,,3,1,20.0,63.0
2362,0,49,2.0,2,1,19.0,45.0
2363,0,92,9.0,1,1,16.0,34.0
2364,0,19,,1,1,13.0,22.0
2365,1,2,6.0,1,1,3.0,19.0
2366,1,51,1.0,1,1,15.0,42.0
2367,0,40,7.0,1,1,16.0,60.0
2368,1,98,7.0,1,0,10.0,24.0
2369,1,80,2.0,1,1,1.0,21.0
2370,1,35,3.0,3,0,7.0,21.0
2371,1,22,7.0,3,1,8.0,51.0
2372,0,14,1.0,2,0,10.0,40.0
2373,1,51,7.0,3,1,16.0,35.0
2374,0,6,2.0,1,0,9.0,24.0
2375,1,21,5.0,2,0,8.0,30.0
2376,1,84,,3,1,12.0,59.0
2377,1,29,4.0,3,0,2.0,19.0
2378,1,41,7.0,2,0,1.0,23.0
2379,1,85,1.0,2,1,15.0,36.0
2380,1,44,5.0,1,1,15.0,61.0
2381,1,91,6.0,2,1,5.0,44.0
2382,0,79,5.0,1,1,4.0,46.0
2383,1,34,2.0,1,0,15.0,39.0
2384,0,96,1.0,3,1,6.0,56.0
2385,0,70,1.0,1,0,8.0,59.0
2386,1,93,2.0,1,0,2.0,20.0
2387,0,33,,3,1,9.0,40.0
2388,0,84,2.0,1,0,1.0,20.0
2389,0,18,5.0,3,0,7.0,44.0
2390,1,48,3.0,1,0,12.0,53.0
2391,1,72,1.0,1,0,14.0,56.0
2392,1,48,7.0,2,0,2.0,16.0
2393,1,68,1.0,3,1,11.0,36.0
2394,1,31,,1,1,7.0,22.0
2395,0,23,,3,0,16.0,51.0
2396,1,40,5.0,2,1,7.0,44.0
2397,0,33,5.0,2,1,4.0,32.0
2398,1,6,2.0,3,1,1.0,17.0
2399,1,20,7.0,3,1,14.0,37.0
2400,0,73,3.0,1,1,22.0,39.0
2401,0,7,,1,1,15.0,40.0
2402,1,99,2.0,1,1,8.0,60.0
2403,1,41,2.0,2,0,12.0,40.0
2404,0,13,5.0,1,0,6.0,57.0
2405,1,16,,1,0,18.0,60.0
2406,0,34,,2,1,9.0,44.0
2407,1,24,2.0,3,1,6.0,58.0
2408,1,38,1.0,1,0,16.0,62.0
2409,1,23,1.0,1,0,12.0,28.0
2410,1,75,7.0,1,1,21.0,43.0
2411,0,0,2.0,3,0,13.0,53.0
2412,1,77,7.0,2,0,8.0,36.0
2414,2,18,1.0,1,1,11.0,40.0
2415,0,56,7.0,1,0,3.0,39.0
2416,0,19,1.0,2,0,16.0,58.0
2417,1,27,,2,0,22.0,43.0
2418,1,82,3.0,1,1,13.0,47.0
2419,0,96,3.0,3,0,9.0,39.0
2420,1,10,2.0,3,0,16.0,41.0
2421,1,54,1.0,2,1,13.0,63.0
2422,1,96,9.0,3,0,13.0,39.0
2423,0,49,4.0,1,1,20.0,36.0
2424,0,17,,2,1,15.0,35.0
2425,0,32,,1,1,11.0,41.0
2426,2,64,4.0,2,1,11.0,40.0
2427,1,20,,3,1,2.0,19.0
2428,0,74,,1,1,9.0,49.0
2429,1,54,7.0,1,1,3.0,37.0
2430,0,38,,1,0,5.0,49.0
2431,0,15,2.0,1,1,2.0,18.0
2432,1,67,7.0,2,1,5.0,36.0
2433,0,38,,3,1,8.0,41.0
2434,0,40,,2,0,18.0,61.0
2435,1,69,7.0,1,0,14.0,56.0
2436,0,37,4.0,1,0,4.0,31.0
2437,1,90,2.0,1,1,18.0,40.0
2438,1,76,7.0,1,1,4.0,34.0
2439,1,44,7.0,2,0,15.0,50.0
2440,1,17,7.0,2,0,8.0,58.0
2441,1,52,3.0,3,1,5.0,58.0
2442,0,8,1.0,2,1,17.0,60.0
2443,0,30,3.0,3,0,20.0,27.0
2444,0,22,7.0,3,0,11.0,40.0
2445,0,46,5.0,2,0,18.0,41.0
2446,0,33,5.0,2,0,17.0,61.0
2447,0,55,,2,1,2.0,20.0
2448,1,5,3.0,3,0,10.0,25.0
2449,0,54,,2,0,8.0,35.0
2450,0,64,5.0,2,1,7.0,43.0
2451,0,33,6.0,2,1,18.0,44.0
2452,1,93,7.0,1,1,17.0,42.0
2453,1,22,8.0,3,0,9.0,25.0
2454,1,81,3.0,1,1,12.0,57.0
2455,1,64,7.0,1,0,21.0,40.0
2456,0,9,,1,0,10.0,26.0
2457,0,70,4.0,3,1,15.0,42.0
2458,1,73,7.0,3,1,5.0,53.0
2459,1,67,7.0,3,0,18.0,31.0
2460,0,88,7.0,3,1,12.0,41.0
2461,0,89,,2,0,17.0,41.0
2462,0,17,9.0,2,0,21.0,37.0
2463,1,54,1.0,1,0,12.0,39.0
2464,0,78,5.0,1,0,6.0,34.0
2465,1,31,,1,1,2.0,33.0
2466,0,62,9.0,3,0,16.0,37.0
2467,1,71,7.0,2,1,4.0,42.0
2468,0,51,5.0,3,0,1.0,22.0
2469,2,18,4.0,1,1,11.0,40.0
2470,0,70,6.0,1,0,13.0,60.0
2471,0,55,7.0,1,1,8.0,39.0
2472,0,99,1.0,3,1,16.0,28.0
2473,0,50,9.0,1,1,13.0,47.0
2474,1,59,6.0,3,1,6.0,37.0
2475,1,68,,1,0,20.0,40.0
2476,0,13,3.0,3,0,17.0,61.0
2477,0,25,7.0,2,1,10.0,40.0
2478,0,85,2.0,2,1,10.0,51.0
2479,1,81,5.0,1,0,5.0,21.0
2480,1,3,7.0,3,1,16.0,46.0
2481,1,71,7.0,1,1,12.0,38.0
2482,0,95,1.0,1,1,10.0,64.0
2483,1,54,7.0,1,0,10.0,30.0
2484,1,77,3.0,1,1,14.0,38.0
2485,0,93,,1,1,12.0,62.0
2486,1,77,7.0,1,1,5.0,63.0
2487,0,92,4.0,2,1,14.0,39.0
2488,1,32,2.0,1,1,7.0,29.0
2489,1,42,5.0,1,0,15.0,41.0
2490,0,28,1.0,1,1,5.0,30.0
2491,0,74,1.0,1,0,14.0,40.0
2492,0,35,7.0,3,0,9.0,43.0
2493,0,56,9.0,1,1,17.0,36.0
2494,1,98,7.0,3,0,16.0,43.0
2495,1,89,4.0,2,0,17.0,64.0
2496,0,29,7.0,1,1,21.0,37.0
2497,0,33,3.0,2,0,12.0,48.0
2498,1,70,5.0,3,0,8.0,39.0
2499,1,77,5.0,1,0,14.0,44.0
2500,1,35,3.0,3,1,17.0,60.0
2501,1,80,2.0,1,1,10.0,46.0
2502,1,6,7.0,1,1,11.0,53.0
2503,0,80,1.0,2,1,10.0,50.0
2504,0,52,3.0,1,0,2.0,17.0
2505,1,45,2.0,3,0,3.0,37.0
2506,1,97,1.0,2,0,9.0,62.0
2507,1,77,1.0,2,1,8.0,31.0
2508,0,98,,1,0,3.0,21.0
2509,0,99,2.0,1,0,7.0,46.0
2510,0,43,7.0,1,1,7.0,44.0
2511,0,20,2.0,1,1,4.0,26.0
2512,0,3,,3,1,19.0,49.0
2513,0,55,3.0,1,0,12.0,39.0
2514,0,25,2.0,3,1,17.0,42.0
2515,1,24,5.0,2,1,3.0,22.0
2516,1,42,1.0,1,0,19.0,50.0
2517,1,1,1.0,1,1,9.0,39.0
2518,1,53,,1,1,19.0,63.0
2519,0,76,7.0,1,1,5.0,38.0
2520,0,71,5.0,2,1,10.0,43.0
2521,1,35,7.0,3,1,3.0,18.0
2522,0,42,,3,0,14.0,40.0
2523,1,28,2.0,1,1,9.0,56.0
